psraid,state,density,pew1f,pew2,pew2os,pew3a,pew3b,pew3c,pew3d,pew4,pew5,pew6,pew7,par2,pew8,pew9,pew10,sex,age,recage,educ,receduc,hisp,race,racethn,inc,income,party,partyln,weight
101138,18,4,4,8,ROD BLAGOYAVICH TRIAL,1,3,2,2,2,9,1,1,1,1,1,1,1,39,3,7,4,2,1,1,2,1,3,1,2.047619048
101139,1,3,1,2, ,2,2,3,2,3,9,2,1,2,2,2,1,2,70,6,7,4,2,1,1,6,3,3,9,1
101147,55,1,1,1, ,2,2,2,2,2,2,2,1,2,1,2,1,1,57,5,4,2,2,1,1,6,3,1, ,1.142857143
101148,55,1,2,2, ,2,3,3,2,2,1,1,2,1,1,2,9,2,37,3,7,4,2,1,1,7,4,2, ,1.619047619
101153,27,1,1,3, ,1,1,2,2,3,1,2,2,2,2,3,2,2,74,6,5,3,2,1,1,6,3,2, ,1
101156,20,3,1,2, ,3,3,3,1,4,2,2,2,2,1,2,1,1,81,6,3,2,2,1,1,4,2,2, ,2.666666667
101159,1,1,2,4, ,2,3,2,2,3,2,1,1,2,2,2,1,1,73,6,6,4,2,1,1,7,4,3,1,1.142857143
101166,55,1,1,2, ,2,9,2,1,4,9,2,9,2,2,3,1,1,59,5,6,4,2,1,1,2,1,3,9,2.714285714
101172,48,4,4,2, ,2,3,3,2,2,1,2,2,1,1,2,2,1,36,3,6,4,2,1,1,7,4,3,2,2.619047619
101187,1,3,1,2, ,1,1,1,2,1,2,1,2,2,1,3,1,1,50,4,5,3,2,1,1,3,1,3,1,1.333333333
101201,26,3,2,2, ,1,2,3,2,1,2,1,1,2,1,2,2,1,47,4,6,4,2,1,1,6,3,1, ,1.380952381
101202,37,2,3,1, ,2,3,3,1,3,1,2,2,2,2,2,2,2,47,4,6,4,2,1,1,7,4,3,2,1.523809524
101219,36,2,2,6, ,2,2,3,1,3,1,1,2,1,2,3,2,1,55,5,4,2,2,1,1,4,2,3,9,2.666666667
101228,18,3,1,9, ,1,2,1,1,2,2,2,1,2,2,2,1,2,77,6,3,2,2,1,1,4,2,1, ,1.333333333
101232,47,3,4,2, ,2,3,3,2,4,9,2,3,2,2,2,1,2,67,6,1,1,2,1,1,2,1,3,9,2.952380952
101243,26,2,1,4, ,2,1,2,2,2,9,1,2,2,2,1,1,2,60,5,5,3,2,1,1,5,2,1, ,1
101250,39,1,2,2, ,2,1,3,1,4,2,2,2,2,2,2,2,2,67,6,3,2,2,1,1,5,2,2, ,1.047619048
101252,36,1,1,2, ,2,3,3,2,3,2,2,1,2,2,2,1,2,79,6,6,4,2,1,1,3,1,3,9,1
101254,21,1,1,6, ,3,3,3,2,2,9,1,2,1,1,1,1,2,40,3,7,4,2,5,4,9,4,1, ,2.238095238
101255,18,3,1,6, ,1,2,3,1,4,2,2,2,2,2,3,1,1,72,6,3,2,2,1,1,4,2,3,2,6
101258,18,2,3,1, ,1,2,3,2,2,9,2,1,2,1,1,1,1,60,5,6,4,2,9,9,99,9,3,2,1
101266,23,1,4,9, ,3,2,2,2,2,2,1,3,2,2,9,9,1,73,6,7,4,2,1,1,99,9,3,1,1.904761905
101281,34,4,3,1, ,2,1,3,2,2,9,1,2,2,2,2,1,2,78,6,3,2,2,1,1,1,1,3,9,1.380952381
101283,36,3,1,8,THE ENVIROMENT THE PLASTIC INTHE OCEANS.,2,2,2,1,2,1,1,2,2,1,2,2,1,61,5,6,4,2,1,1,7,4,2, ,2.095238095
101299,42,4,1,4, ,1,1,1,1,2,1,1,2,2,2,3,1,2,56,5,7,4,2,1,1,3,1,1, ,2.142857143
101300,25,4,3,2, ,3,3,3,2,4,9,2,1,1,1,2,1,2,39,3,6,4,2,1,1,8,4,3,2,3.333333333
101308,13,2,2,6, ,2,3,2,3,4,1,1,2,1,2,1,1,2,41,3,7,4,2,1,1,8,4,1, ,2.285714286
101313,36,4,4,2, ,3,3,3,2,4,1,2,2,2,1,3,1,2,62,5,6,4,2,1,1,3,1,3,9,1.380952381
101325,54,3,3,4, ,2,3,2,3,3,2,2,1,1,1,2,1,1,20,1,6,4,2,1,1,2,1,2, ,3.619047619
101333,39,3,4,2, ,3,3,3,2,4,2,2,1,2,2,3,2,2,48,4,5,3,2,1,1,2,1,2, ,1.952380952
101349,12,4,1,6, ,2,1,1,1,1,1,1,2,2,1,1,1,1,46,4,6,4,2,1,1,7,4,1, ,2.047619048
101353,26,1,1,2, ,2,1,3,1,4,1,2,9,1,2,3,9,1,48,4,3,2,2,1,1,2,1,4,2,3.857142857
101355,51,4,1,2, ,2,3,3,2,3,2,2,1,2,2,3,1,1,71,6,6,4,2,1,1,6,3,3,1,2.619047619
101357,12,2,1,2, ,2,1,2,1,4,2,2,9,2,1,2,2,2,72,6,3,2,2,1,1,3,1,2, ,1
101361,37,2,3,9, ,2,2,3,3,3,1,2,9,2,2,2,2,2,73,6,3,2,2,2,2,5,2,2, ,1.571428571
101362,51,2,1,4, ,3,3,2,3,2,1,2,2,1,1,1,9,1,45,4,5,3,2,1,1,7,4,1, ,1.80952381
101375,26,2,4,2, ,2,3,3,3,2,2,1,9,1,2,2,9,2,38,3,5,3,2,1,1,5,2,2, ,2.523809524
101382,47,1,2,4, ,3,3,3,1,4,2,2,1,2,1,3,1,2,66,6,3,2,2,1,1,3,1,3,1,1.333333333
101391,18,2,1,6, ,3,3,2,1,4,9,2,9,2,2,3,1,2,75,6,3,2,2,1,1,2,1,3,9,1
101412,34,5,3,2, ,2,2,3,3,4,9,2,9,1,2,2,9,2,38,3,3,2,2,9,9,9,4,3,9,8.619047619
101414,51,1,2,2, ,2,3,3,2,2,2,1,1,2,2,3,1,1,70,6,2,1,2,1,1,4,2,4,9,3.380952381
101415,21,1,2,2, ,1,1,2,1,3,9,2,2,1,9,2,2,2,35,3,3,2,2,1,1,3,1,1, ,2.857142857
101438,13,4,2,4, ,1,2,1,2,1,2,1,1,1,1,2,1,1,46,4,6,4,2,1,1,6,3,1, ,2.047619048
101439,44,4,2,6, ,2,2,3,2,3,1,2,2,2,1,1,1,2,72,6,5,3,2,1,1,99,3,2, ,1.761904762
101446,39,2,1,1, ,2,3,3,1,2,2,1,1,2,9,2,1,2,72,6,3,2,2,1,1,3,1,3,1,1
101462,12,1,2,1, ,2,1,3,2,2,1,1,2,2,2,3,2,2,60,5,6,4,2,1,1,4,2,3,2,1.333333333
101468,42,4,1,4, ,1,1,1,1,2,2,2,1,1,1,2,1,1,50,4,5,3,2,1,1,7,4,1, ,2.571428571
101482,37,2,3,1, ,3,3,3,2,3,9,2,1,2,2,2,1,2,44,3,3,2,2,1,1,4,2,3,9,5
101483,23,2,3,2, ,3,3,3,2,3,2,2,3,2,2,2,1,2,60,5,5,3,2,1,1,6,3,1, ,2
101507,12,4,3,4, ,1,1,3,1,2,9,1,9,1,1,2,1,2,55,5,5,3,2,1,1,5,2,3,2,2.523809524
101509,12,2,1,4, ,2,2,3,3,1,2,1,1,2,1,1,1,1,70,6,7,4,2,1,1,7,4,1, ,1.952380952
101530,36,5,4,1, ,2,1,3,2,3,2,2,2,1,2,3,1,1,40,3,3,2,2,2,2,7,4,2, ,8.333333333
101532,34,4,2,1, ,2,2,3,1,2,9,1,2,2,2,3,1,2,43,3,6,4,2,1,1,7,4,2, ,3.333333333
101548,34,2,1,1, ,2,2,3,2,2,9,1,9,1,2,1,1,1,40,3,6,4,2,1,1,8,4,3,1,2.095238095
101549,9,4,1,5, ,2,1,3,1,2,1,1,2,1,1,2,2,2,49,4,6,4,2,1,1,9,4,3,2,2.19047619
101551,36,5,2,2, ,2,2,3,2,3,9,1,2,2,1,2,1,2,64,5,3,2,2,1,1,3,1,3,1,4.428571429
101552,25,3,2,2, ,1,3,3,1,2,2,1,2,2,9,2,2,2,99,9,6,4,2,9,9,99,9,3,9,1.952380952
101555,39,2,2,4, ,2,1,3,2,3,2,2,2,2,2,2,1,2,69,6,3,2,2,1,1,6,3,1, ,1.19047619
101556,25,4,1,6, ,2,1,2,1,3,9,2,2,2,2,3,2,2,61,5,5,3,2,1,1,7,4,3,2,2.714285714
101564,34,3,1,2, ,1,1,2,1,3,1,2,1,1,2,2,1,1,61,5,6,4,2,1,1,8,4,2, ,2.095238095
101567,42,3,1,6, ,2,1,2,1,4,9,1,3,1,2,3,1,1,55,5,5,3,2,1,1,4,2,2, ,2.238095238
101568,54,2,2,1, ,1,1,1,1,3,2,1,2,2,2,2,1,2,68,6,7,4,2,1,1,7,4,1, ,1
101577,18,2,1,8,IMMIGRATION BILL,1,3,1,1,2,9,1,1,2,1,2,2,2,18,1,2,1,2,5,4,7,4,3,1,3.380952381
101598,51,3,4,3, ,1,2,1,1,3,2,1,9,2,2,1,1,2,59,5,6,4,2,1,1,6,3,1, ,1.714285714
101602,39,1,2,2, ,3,3,3,2,2,1,2,2,2,1,2,9,2,55,5,5,3,2,1,1,3,1,2, ,3
101604,13,2,2,9, ,3,2,3,3,3,9,1,2,2,1,3,9,1,23,1,5,3,2,2,2,99,9,2, ,1.714285714
101609,51,2,2,2, ,1,3,3,2,2,9,2,9,2,1,1,1,2,33,2,3,2,2,1,1,4,2,3,9,3.857142857
101624,36,3,1,2, ,2,2,1,1,3,1,2,2,2,1,3,1,2,89,6,5,3,2,1,1,2,1,2, ,3.428571429
101626,12,3,1,4, ,1,3,1,2,2,2,2,2,2,1,1,1,2,75,6,5,3,2,1,1,4,2,1, ,1.380952381
101633,12,3,2,2, ,2,3,3,2,4,2,2,1,1,2,2,9,1,28,2,5,3,2,1,1,4,2,3,9,2.761904762
101653,23,3,1,1, ,1,2,2,2,3,2,2,1,2,2,2,1,1,76,6,7,4,2,1,1,9,4,1, ,2.428571429
101657,21,1,4,9, ,2,2,3,2,4,2,1,1,2,2,2,1,2,74,6,5,3,2,1,1,5,2,4,9,1.095238095
101661,47,2,2,1, ,2,2,3,1,3,2,2,2,2,1,2,2,2,72,6,6,4,1,1,3,6,3,1, ,1.619047619
101665,23,1,3,2, ,3,3,3,3,3,1,2,2,1,1,3,2,1,36,3,6,4,2,1,1,4,2,2, ,1.857142857
101684,21,1,1,2, ,1,2,1,1,2,2,2,1,2,1,2,1,1,62,5,3,2,2,1,1,2,1,3,1,5.095238095
101688,39,2,2,6, ,2,2,3,2,3,9,9,9,2,2,9,1,2,84,6,3,2,2,1,1,1,1,2, ,1.333333333
101700,36,3,2,2, ,2,2,3,1,2,1,1,2,2,2,2,2,2,48,4,7,4,2,1,1,7,4,2, ,1.904761905
101703,54,2,1,6, ,1,3,2,2,4,9,2,9,2,2,2,1,1,63,5,1,1,2,1,1,99,1,4,9,3.666666667
101713,23,2,2,2, ,1,2,3,1,3,2,2,2,2,1,2,1,2,47,4,7,4,2,1,1,9,4,1, ,1.619047619
101714,37,2,2,2, ,2,2,2,1,3,2,2,9,2,2,2,1,2,73,6,5,3,2,1,1,4,2,2, ,1.19047619
101725,42,4,2,4, ,2,3,3,2,2,2,2,1,1,1,2,1,2,49,4,5,3,2,1,1,99,4,1, ,3.047619048
101729,44,4,3,9, ,2,3,3,2,4,2,1,2,1,1,1,2,2,99,9,3,2,2,5,4,99,9,9,9,8.619047619
101730,37,2,1,4, ,9,3,3,1,9,2,2,1,2,1,1,1,2,74,6,3,2,2,1,1,3,1,1, ,1
101739,12,2,3,8,"I WATCH 2 PROGRAMS AT NIGHTS,NANCY GRACE AND THE ONE THAT COMES ON AFTER THAT; I'VE BEEN FOLLOWINGTHE DISAPPEARANCE OF TWO DIFFERENT CHILDREN AND THEY DON'T KNOW IFTHEY ARE DEAD OR NOT",1,1,3,1,4,9,2,9,2,1,2,1,2,72,6,3,2,2,1,1,2,1,1, ,1.666666667
101763,42,5,1,6, ,3,2,1,2,3,2,2,3,2,2,2,2,1,56,5,1,1,2,2,2,99,1,2, ,8.619047619
101778,54,2,1,4, ,1,9,1,2,1,2,2,1,2,2,2,1,2,73,6,5,3,2,1,1,3,1,3,1,2.047619048
101779,36,4,2,6, ,2,1,3,1,3,2,1,2,1,2,3,1,2,37,3,5,3,2,1,1,5,2,3,1,4.619047619
101786,39,2,1,4, ,1,3,1,1,2,2,2,1,2,1,2,1,2,64,5,5,3,2,1,1,4,2,1, ,1.476190476
101796,37,3,1,1, ,1,2,2,1,1,9,1,1,1,2,2,1,1,55,5,6,4,2,1,1,5,2,3,9,1.952380952
101810,34,4,1,6, ,1,2,2,1,3,2,2,1,2,2,1,1,1,73,6,3,2,2,1,1,7,4,1, ,4.19047619
101812,39,1,2,9, ,2,3,3,3,1,2,1,1,2,2,3,1,1,99,9,5,3,2,4,4,5,2,3,9,1.619047619
101813,21,4,2,2, ,2,2,3,1,2,1,1,2,1,1,3,2,1,50,4,7,4,2,1,1,6,3,2, ,2.047619048
101827,34,4,1,4, ,1,3,1,1,1,9,1,9,2,2,2,1,2,72,6,6,4,2,1,1,4,2,3,1,2.380952381
101847,45,3,1,1, ,2,2,1,2,1,2,1,3,1,2,9,1,1,40,3,7,4,2,1,1,8,4,3,9,2.238095238
101851,12,3,3,4, ,1,2,3,1,3,2,2,1,1,1,3,1,2,52,4,3,2,2,1,1,4,2,2, ,3.857142857
101865,17,3,2,2, ,2,2,3,2,3,1,2,2,2,2,2,1,2,54,4,7,4,2,1,1,3,1,1, ,1.380952381
101874,28,1,2,1, ,3,3,1,1,4,9,2,2,1,1,2,2,2,57,5,3,2,2,2,2,2,1,2, ,3.761904762
101879,1,2,1,2, ,1,2,3,1,2,2,2,1,1,2,1,1,1,38,3,5,3,2,1,1,4,2,3,1,2.285714286
101880,27,2,2,8,BRET FAVRE,2,2,2,1,3,1,2,2,1,1,2,2,1,52,4,5,3,2,1,1,6,3,2, ,1.428571429
101896,19,1,1,3, ,2,3,3,2,4,9,2,9,2,1,1,1,2,91,6,3,2,2,1,1,99,9,2, ,1.047619048
101908,27,3,2,9, ,1,1,3,2,3,1,1,2,1,2,2,2,2,46,4,6,4,2,1,1,99,4,2, ,1.380952381
101911,47,1,1,6, ,9,2,3,2,3,9,2,9,2,1,1,1,2,80,6,3,2,2,1,1,2,1,2, ,1.333333333
101916,1,1,1,6, ,2,2,1,2,3,2,2,1,2,2,4,1,1,81,6,3,2,2,1,1,3,1,1, ,2.619047619
101922,21,1,4,4, ,3,3,3,3,3,2,2,1,2,2,2,1,2,47,4,5,3,2,1,1,6,3,1, ,3.238095238
101925,55,2,1,3, ,1,2,2,1,1,1,1,2,2,2,2,2,2,72,6,6,4,2,1,1,6,3,3,2,1
101928,27,5,2,1, ,1,2,2,1,3,2,1,1,2,2,2,1,1,64,5,6,4,2,1,1,8,4,1, ,2.380952381
101929,48,2,1,1, ,1,1,3,1,1,2,1,1,1,1,3,1,2,39,3,6,4,2,2,2,8,4,2, ,2.476190476
101934,19,1,2,4, ,3,2,3,2,3,9,1,9,2,2,3,2,2,49,4,5,3,2,1,1,2,1,3,2,1.523809524
101938,48,2,3,5, ,3,3,3,1,3,9,2,9,2,1,2,1,2,69,6,3,2,2,1,1,1,1,3,9,1
101941,5,1,2,2, ,1,1,3,1,1,2,1,2,2,2,1,2,2,82,6,3,2,2,1,1,4,2,3,2,1.333333333
101946,29,1,1,6, ,1,1,1,1,3,9,2,1,1,1,1,2,2,21,1,5,3,2,1,1,1,1,3,9,1.380952381
101954,48,4,3,9, ,1,1,3,1,3,1,2,2,2,1,3,2,1,65,6,5,3,2,1,1,2,1,2, ,1.80952381
101956,5,1,3,9, ,2,3,3,2,4,9,2,2,1,1,2,2,1,44,3,3,2,2,2,2,6,3,2, ,3.904761905
101966,55,1,1,1, ,2,2,3,1,4,2,2,2,1,2,3,1,2,45,4,3,2,2,1,1,7,4,3,9,2.333333333
101973,19,1,1,1, ,1,1,3,1,2,2,2,2,2,2,1,2,2,57,5,7,4,2,1,1,5,2,2, ,1
101981,55,1,2,3, ,2,1,3,1,2,2,2,1,2,1,1,1,2,99,9,5,3,2,1,1,99,2,1, ,1.523809524
102004,20,1,3,2, ,3,2,3,2,3,1,2,2,1,1,1,2,2,44,3,7,4,2,1,1,5,2,1, ,1.619047619
102017,17,2,4,2, ,2,3,3,3,2,2,2,2,2,2,2,9,2,19,1,5,3,2,2,2,2,1,3,9,1.666666667
102025,29,5,3,2, ,3,3,3,3,3,2,2,1,2,2,2,1,1,23,1,5,3,2,2,2,5,2,2, ,2.428571429
102028,19,1,2,6, ,2,3,3,1,4,1,2,1,2,2,3,1,1,53,4,3,2,2,1,1,6,3,1, ,2.238095238
102029,31,1,4,9, ,3,2,3,2,3,2,2,9,2,1,9,1,2,55,5,3,2,2,1,1,6,3,1, ,1.619047619
102033,48,1,3,8,INTERESTED IN IRAQ,2,3,3,3,2,2,2,1,1,1,2,2,2,74,6,3,2,2,1,1,2,1,3,9,1
102035,17,4,3,2, ,1,3,3,1,3,2,2,2,1,2,4,2,1,45,4,3,2,1,1,3,3,1,2, ,5.619047619
102037,48,1,9,2, ,3,3,3,3,2,9,2,9,1,2,2,1,2,37,3,5,3,2,1,1,1,1,3,1,3.238095238
102044,55,1,1,2, ,1,1,3,2,1,1,2,1,2,1,2,2,1,51,4,7,4,2,1,1,6,3,2, ,1.095238095
102047,22,5,3,2, ,3,3,3,2,3,9,2,9,2,2,2,9,2,78,6,1,1,2,2,2,99,9,2, ,4.904761905
102052,12,2,3,2, ,3,3,3,3,2,2,2,1,1,1,1,1,1,62,5,5,3,2,1,1,6,3,4,9,1.80952381
102058,48,3,3,2, ,3,3,3,3,3,2,9,1,1,1,2,1,2,50,4,6,4,2,5,4,8,4,1, ,1.238095238
102059,29,5,3,2, ,2,1,3,1,4,9,2,9,2,2,3,9,2,59,5,2,1,2,1,1,99,9,3,9,4.952380952
102075,48,5,2,1, ,2,3,3,2,3,1,2,2,1,9,1,9,1,35,3,7,4,2,3,4,9,4,2, ,3.761904762
102083,22,1,1,6, ,1,1,2,1,3,9,2,2,2,2,1,2,2,46,4,6,4,2,2,2,1,1,2, ,1.666666667
102086,48,2,2,4, ,1,1,3,2,2,1,2,2,1,2,2,2,1,28,2,5,3,2,1,1,4,2,2, ,5.476190476
102092,40,1,2,4, ,2,2,3,2,2,2,1,1,2,1,2,1,2,55,5,6,4,2,1,1,5,2,1, ,1
102097,27,2,2,9, ,3,3,3,1,4,9,2,2,2,1,1,1,1,53,4,2,1,2,1,1,3,1,3,9,3.761904762
102100,27,1,1,8,THE RETURN OF BRETT FAVRE,1,1,2,1,3,9,1,2,2,2,2,1,2,68,6,5,3,2,1,1,5,2,2, ,1
102101,29,1,1,2, ,1,1,3,1,1,9,2,1,2,2,3,1,1,77,6,3,2,2,1,1,4,2,2, ,1.333333333
102103,47,1,1,6, ,2,2,3,1,3,2,2,9,2,1,2,1,2,58,5,7,4,2,1,1,7,4,2, ,1.333333333
102109,19,1,1,4, ,2,3,3,1,3,9,2,9,2,2,2,1,2,47,4,3,2,2,1,1,4,2,1, ,5.380952381
102113,48,2,2,1, ,1,1,2,2,3,1,2,2,2,1,3,2,1,63,5,5,3,2,1,1,5,2,3,2,1.142857143
102118,1,3,1,6, ,2,2,2,1,2,1,2,9,2,2,2,1,2,75,6,3,2,2,1,1,2,1,1, ,1.095238095
102136,1,2,1,3, ,2,2,3,2,2,2,2,1,2,1,2,1,1,77,6,7,4,2,1,1,6,3,3,1,1.238095238
102138,13,3,2,9, ,3,2,3,3,2,9,2,1,1,2,3,1,2,49,4,7,4,2,2,2,6,3,2, ,1.904761905
102149,22,2,2,2, ,3,2,3,2,2,2,1,1,2,2,2,1,2,69,6,4,2,2,1,1,3,1,2, ,1
102152,19,1,1,2, ,1,1,3,1,4,2,2,1,2,1,3,1,1,49,4,3,2,2,1,1,4,2,3,9,2.238095238
102153,55,2,2,4, ,1,2,3,1,3,2,2,1,2,2,3,1,2,58,5,3,2,2,1,1,6,3,3,1,1.80952381
102155,20,4,2,4, ,1,2,3,2,2,2,2,1,2,1,2,2,2,60,5,7,4,2,1,1,8,4,2, ,1.571428571
102176,47,1,4,9, ,3,3,3,3,4,2,2,9,1,2,2,2,2,42,3,5,3,2,1,1,5,2,1, ,2.857142857
102180,37,3,4,2, ,9,3,3,3,4,2,2,2,1,1,1,2,2,39,3,2,1,2,1,1,1,1,9,9,8.619047619
102182,18,1,1,2, ,1,3,3,1,4,2,2,1,2,1,1,1,1,71,6,5,3,2,1,1,2,1,1, ,1.666666667
102184,55,2,2,8,THE GUN CLUB ARSON,1,2,3,2,3,9,2,9,2,9,2,9,2,81,6,6,4,2,1,1,99,4,3,1,1
102188,17,1,2,4, ,1,2,1,1,2,1,2,1,2,2,3,1,2,53,4,5,3,2,1,1,6,3,1, ,1.523809524
102192,31,4,1,1, ,1,2,3,1,2,2,1,2,2,2,2,1,2,70,6,5,3,2,1,1,4,2,3,1,1
102206,29,2,3,9, ,2,3,3,2,4,2,2,1,2,1,2,9,1,76,6,2,1,2,1,1,3,1,1, ,3.333333333
102214,49,2,3,1, ,2,2,3,1,3,2,1,1,1,1,2,1,2,28,2,5,3,2,1,1,8,4,1, ,4.047619048
102224,37,2,1,1, ,3,2,1,1,3,2,2,9,2,1,1,2,2,57,5,3,2,2,2,2,2,1,2, ,2.476190476
102251,37,3,2,9, ,1,1,1,1,2,1,2,2,1,2,2,1,2,43,3,5,3,1,1,3,99,4,1, ,6.142857143
102253,45,2,3,1, ,3,2,3,1,2,9,1,2,2,2,2,1,2,55,5,6,4,2,1,1,2,1,1, ,1.666666667
102256,9,2,1,2, ,2,2,3,2,2,2,1,1,2,2,2,1,2,64,5,7,4,2,1,1,8,4,3,9,1.571428571
102262,39,2,3,2, ,2,3,3,2,2,1,1,2,1,2,2,2,2,49,4,6,4,2,1,1,6,3,3,9,2.047619048
102269,36,4,1,1, ,2,2,2,1,2,9,2,9,2,2,2,2,2,99,9,6,4,2,1,1,99,9,2, ,2.238095238
102286,13,4,4,4, ,2,3,3,3,2,2,2,1,2,2,2,1,2,89,6,7,4,2,1,1,7,4,1, ,1
102294,42,1,2,4, ,1,2,3,1,3,9,9,3,2,1,2,9,2,60,5,3,2,2,4,4,99,9,3,9,2.428571429
102296,44,4,2,2, ,2,2,3,1,4,9,2,3,2,2,2,1,2,51,4,3,2,2,1,1,6,3,3,2,4.80952381
102302,11,5,4,1, ,1,1,3,2,2,1,1,2,2,1,2,2,2,70,6,7,4,2,2,2,4,2,3,2,1.19047619
102309,25,4,3,8,STUFF THAT HAPPENED IN MY TOWN,3,3,3,3,3,2,1,2,1,2,1,1,2,34,2,2,1,2,1,1,2,1,4,9,6.19047619
102310,51,4,1,1, ,2,2,2,2,2,1,1,1,2,2,2,9,2,99,9,6,4,2,9,9,99,9,2, ,2.142857143
102318,42,2,4,2, ,1,3,3,1,2,1,1,2,1,1,1,2,1,41,3,5,3,2,1,1,2,1,3,1,2.761904762
102319,24,4,4,2, ,2,9,3,1,4,9,2,2,1,1,2,1,1,40,3,6,4,2,1,1,99,9,3,1,2.619047619
102323,10,2,2,2, ,2,2,3,1,3,1,2,9,2,2,2,1,1,85,6,5,3,2,1,1,6,3,2, ,1.333333333
102329,37,3,4,9, ,2,1,3,1,2,9,1,2,2,2,3,9,2,50,4,3,2,2,5,4,5,2,2, ,4.19047619
102341,51,1,4,2, ,3,3,3,2,3,2,2,9,2,2,3,9,2,56,5,2,1,2,1,1,99,9,1, ,3.142857143
102346,47,2,3,1, ,2,2,1,1,2,2,1,1,1,2,2,1,1,33,2,2,1,2,1,1,6,3,3,1,4.619047619
102349,36,2,1,1, ,2,2,3,2,3,1,1,2,2,2,2,2,2,59,5,6,4,2,1,1,9,4,1, ,1.571428571
102364,34,4,9,9, ,2,3,3,1,3,2,2,9,2,2,3,1,2,99,9,3,2,2,2,2,3,1,2, ,5.095238095
102371,26,1,1,1, ,1,2,3,1,4,9,2,2,1,1,2,2,2,52,4,3,2,2,1,1,4,2,2, ,2.333333333
102374,33,2,2,2, ,2,3,3,1,2,9,1,9,1,1,2,1,2,48,4,7,4,2,1,1,7,4,3,1,1.619047619
102375,12,3,1,1, ,1,1,2,1,3,2,2,2,2,2,2,2,2,87,6,3,2,2,1,1,4,2,2, ,1.095238095
102384,36,2,1,1, ,1,2,2,1,2,2,2,2,2,1,2,2,2,62,5,5,3,2,1,1,6,3,3,2,2
102400,13,4,1,1, ,2,3,3,1,4,2,2,9,2,2,1,1,2,71,6,3,2,2,1,1,5,2,1, ,2
102416,37,3,1,5, ,2,2,2,1,3,2,1,2,2,2,2,2,2,62,5,5,3,2,2,2,1,1,2, ,1.476190476
102429,34,3,1,4, ,2,2,1,2,2,2,2,1,2,1,1,1,2,70,6,3,2,2,1,1,99,3,1, ,1.19047619
102431,36,4,1,5, ,1,1,2,2,2,1,2,2,2,2,2,2,1,76,6,6,4,2,1,1,6,3,1, ,2.80952381
102441,13,3,1,4, ,1,1,2,1,3,2,2,1,2,1,2,1,2,81,6,2,1,2,1,1,3,1,1, ,2.619047619
102443,26,2,2,2, ,3,2,3,3,2,9,2,9,2,2,2,2,2,31,2,6,4,2,1,1,6,3,2, ,1.952380952
102448,18,5,1,1, ,2,2,3,1,3,2,2,1,2,2,2,1,2,89,6,5,3,2,1,1,99,9,1, ,1.095238095
102461,12,1,2,2, ,1,1,3,1,2,2,2,2,2,1,2,1,2,67,6,4,2,2,1,1,3,1,1, ,2.285714286
102481,47,1,3,4, ,3,3,3,1,3,2,2,1,2,1,3,1,2,52,4,5,3,2,1,1,4,2,1, ,1.904761905
102484,36,2,1,4, ,1,1,3,1,4,9,2,2,1,2,3,2,2,41,3,5,3,2,1,1,7,4,2, ,3.428571429
102500,26,2,2,3, ,1,2,1,2,2,2,2,1,2,1,2,1,2,52,4,5,3,2,1,1,7,4,1, ,1.666666667
102502,37,4,3,2, ,2,3,3,3,3,2,2,2,1,9,2,1,2,44,3,6,4,2,1,1,6,3,1, ,3.095238095
102508,24,4,2,2, ,1,1,2,2,2,1,1,2,2,1,3,2,1,62,5,7,4,2,1,1,9,4,2, ,2.285714286
102525,12,3,2,6, ,3,2,2,1,4,9,2,9,2,2,3,1,2,52,4,5,3,2,2,2,3,1,2, ,2.619047619
102529,51,4,3,9, ,1,2,3,1,4,2,2,1,1,1,1,2,2,39,3,7,4,2,3,4,9,4,3,1,2.142857143
102530,26,2,4,9, ,3,3,3,3,3,2,2,2,2,1,2,1,2,58,5,3,2,2,1,1,6,3,1, ,1.80952381
102533,18,3,2,1, ,1,1,3,1,3,9,2,3,2,2,3,1,2,68,6,3,2,2,1,1,5,2,2, ,1
102536,37,4,2,2, ,1,1,2,1,3,2,1,1,2,1,2,2,2,35,3,7,4,2,2,2,6,3,3,2,2.142857143
102541,34,2,2,4, ,3,2,3,2,1,2,1,1,1,1,2,1,2,43,3,6,4,2,1,1,6,3,1, ,1.571428571
102544,18,2,2,9, ,2,2,3,1,2,9,2,9,2,2,2,1,2,67,6,2,1,2,1,1,4,2,4,9,3.047619048
102549,37,4,9,1, ,1,9,3,1,1,1,1,9,2,2,3,2,2,64,5,7,4,2,1,1,8,4,3,9,2
102555,24,4,2,5, ,2,3,2,2,2,1,2,1,2,2,2,1,1,76,6,6,4,2,1,1,7,4,3,1,2.952380952
102563,18,1,2,1, ,2,2,3,1,2,2,2,1,1,9,9,1,2,45,4,3,2,2,1,1,5,2,3,9,5.380952381
102571,12,2,1,6, ,2,2,2,1,3,1,2,9,1,1,2,1,1,42,3,6,4,2,2,2,7,4,3,9,2.095238095
102572,24,4,1,2, ,1,1,1,1,1,1,2,2,1,1,2,2,1,50,4,7,4,2,1,1,8,4,2, ,2.047619048
102573,34,4,2,2, ,1,2,3,3,2,1,1,2,2,1,2,2,1,99,9,6,4,2,1,1,99,4,3,9,2.571428571
