psraid,state,density,pew1f,pew2,pew2os,pew3a,pew3b,pew3c,pew3d,pew4,pew5,pew6,pew7,par2,pew8,pew9,pew10,sex,age,recage,educ,receduc,hisp,race,racethn,inc,income,party,partyln,weight
103939,19,3,3,2, ,2,1,3,1,3,9,2,9,9,1,1,1,2,99,9,5,3,2,1,1,99,9,2, ,1.952380952
103940,6,3,2,9, ,1,2,3,1,2,1,2,2,2,1,2,2,2,81,6,6,4,2,1,1,5,2,2, ,1.333333333
103957,13,4,1,4, ,1,1,3,1,2,1,1,9,2,1,2,1,2,37,3,7,4,2,1,1,9,4,2, ,1.952380952
103958,6,2,1,6, ,3,3,2,3,4,2,1,9,1,2,2,1,2,43,3,5,3,2,1,1,2,1,1, ,3.857142857
103959,51,5,1,6, ,3,3,3,2,4,9,2,9,2,1,1,1,2,85,6,3,2,2,2,2,99,9,2, ,6.476190476
103960,36,1,1,2, ,1,3,3,1,2,2,2,1,2,9,2,1,2,50,4,3,2,2,1,1,1,1,2, ,2.047619048
103964,6,1,2,8,PROPOSITION EIGHT GAY MARRIAGE,1,1,3,1,2,9,2,2,2,1,3,2,2,72,6,7,4,2,1,1,8,4,2, ,1.047619048
103980,53,2,2,3, ,1,1,1,1,2,1,1,2,2,1,2,1,1,60,5,7,4,2,1,1,6,3,1, ,2.047619048
103982,24,4,2,2, ,3,2,3,2,3,2,2,9,2,1,3,1,2,70,6,3,2,2,2,2,99,1,2, ,2.142857143
103991,6,4,1,4, ,1,1,1,1,3,2,2,2,2,2,2,1,2,69,6,3,2,2,1,1,9,4,3,1,2.428571429
103998,13,2,1,2, ,2,1,3,1,3,2,2,1,2,2,3,1,2,44,3,6,4,2,1,1,9,4,1, ,2.285714286
104000,51,4,2,1, ,1,1,3,1,1,1,1,2,2,1,1,2,1,64,5,7,4,2,1,1,99,4,3,2,2.285714286
104002,32,1,4,9, ,3,2,3,2,4,2,1,2,2,1,2,1,1,65,6,6,4,2,1,1,3,1,3,1,2.142857143
104004,39,4,2,6, ,1,1,3,1,2,1,2,1,2,2,2,9,1,73,6,3,2,2,1,1,99,2,3,2,3.095238095
104007,39,5,2,2, ,1,1,2,3,2,1,1,2,1,2,2,1,1,31,2,3,2,2,1,1,3,1,1, ,4.428571429
104010,24,4,2,2, ,1,1,3,3,3,1,1,2,1,1,2,1,2,40,3,7,4,2,2,2,8,4,2, ,3.333333333
104013,22,2,3,2, ,3,2,3,1,3,2,1,2,1,1,2,1,2,29,2,2,1,2,1,1,2,1,1, ,4.285714286
104018,6,3,3,4, ,2,2,3,1,3,1,2,2,2,1,3,1,2,47,4,5,3,2,1,1,9,4,1, ,2.952380952
104024,17,5,2,2, ,1,1,3,1,3,1,2,1,1,1,2,1,2,68,6,6,4,2,2,2,4,2,2, ,1.476190476
104030,20,3,3,9, ,2,2,2,2,2,2,1,2,1,1,3,1,2,44,3,3,2,2,1,1,3,1,1, ,4.571428571
104033,48,1,1,2, ,3,3,2,2,4,9,1,2,1,1,2,1,2,28,2,2,1,1,1,3,4,2,4,9,8.619047619
104040,16,2,2,9, ,2,2,2,2,2,2,2,1,2,9,3,1,1,99,9,6,4,2,1,1,7,4,3,1,2.142857143
104041,56,1,3,3, ,2,2,3,1,3,2,2,1,1,1,1,2,2,38,3,7,4,2,1,1,9,4,3,1,2.476190476
104043,56,1,2,4, ,1,1,9,3,2,9,2,2,2,2,2,2,2,99,9,5,3,2,1,1,99,9,2, ,1.476190476
104044,46,1,2,3, ,1,2,3,1,3,9,2,2,1,2,3,1,1,56,5,4,2,2,1,1,4,2,1, ,1.761904762
104046,41,1,2,1, ,1,2,3,2,3,1,2,9,1,2,2,2,2,37,3,6,4,2,1,1,7,4,2, ,2.476190476
104048,53,1,2,4, ,1,2,2,3,2,2,2,1,2,2,2,1,2,76,6,5,3,2,1,1,1,1,3,1,1.476190476
104060,56,1,2,1, ,1,3,3,1,4,9,2,1,2,2,2,1,2,65,6,4,2,2,1,1,4,2,3,1,1.619047619
104062,19,1,3,1, ,2,3,3,2,2,9,2,9,2,2,2,9,1,74,6,6,4,2,1,1,6,3,1, ,2.380952381
104065,17,1,2,4, ,1,2,3,2,2,2,2,1,2,1,2,1,2,55,5,3,2,2,1,1,6,3,1, ,1.619047619
104066,17,2,2,2, ,2,2,3,2,3,9,2,2,2,9,2,9,2,75,6,3,2,2,1,1,99,2,3,9,2
104075,48,4,2,3, ,1,2,1,1,2,1,1,1,1,1,3,1,1,43,3,7,4,2,1,1,8,4,3,1,2.619047619
104081,6,5,3,9, ,2,3,3,3,2,1,1,2,2,1,2,1,2,18,1,3,2,1,2,3,1,1,3,9,6.857142857
104092,12,4,3,2, ,2,2,3,1,2,2,2,1,2,2,1,1,2,51,4,3,2,1,1,3,7,4,1, ,8.619047619
104093,51,3,2,1, ,1,2,1,1,3,9,2,1,1,2,2,1,1,32,2,3,2,2,1,1,99,9,1, ,3.619047619
104096,34,5,2,1, ,1,2,3,3,3,9,1,2,1,1,2,1,1,36,3,7,4,1,1,3,9,4,1, ,6.19047619
104103,39,2,9,9, ,3,3,3,3,1,2,2,1,2,9,9,1,2,63,5,2,1,2,1,1,1,1,3,1,1.761904762
104114,34,5,1,4, ,1,3,3,1,4,9,2,1,2,1,9,9,1,59,5,3,2,2,1,1,4,2,3,9,8.619047619
104122,51,1,2,8,PROSPECTS FOR PEACE BETWEEN ISRAEL AND PALESTINE.,2,2,3,2,2,9,1,9,2,1,2,9,1,99,9,6,4,2,1,1,99,9,2, ,1
104141,48,2,3,1, ,2,2,1,2,2,2,2,1,2,2,2,1,2,47,4,5,3,2,1,1,7,4,3,1,2.142857143
104148,45,3,1,8,READING ABOUT TRYING TO STOP PEOPLE FROM HUNTING,3,3,3,2,4,2,1,1,1,2,3,1,1,27,2,3,2,2,1,1,6,3,1, ,3.619047619
104175,6,4,1,8,"PARTICIPATING OBAMA IS CRUMBLING OVER THIS QUALITY OF LIFE, FOR CHANGE HE IS NOT APPLYING TO HIS FULL POTENTIAL",2,3,3,2,2,9,1,1,2,2,4,1,2,54,4,5,3,2,5,4,7,4,3,9,3.761904762
104183,6,1,1,4, ,1,3,3,1,3,2,2,1,2,1,2,1,2,80,6,3,2,2,1,1,7,4,3,1,1.619047619
104184,6,3,3,1, ,1,1,3,1,3,9,2,9,1,2,4,9,2,39,3,6,4,1,6,3,8,4,2, ,5.333333333
104185,53,1,1,8,READ ALL OF THE STORIES,3,3,2,1,3,9,2,1,1,2,2,1,2,67,6,2,1,2,5,4,2,1,3,9,2.666666667
104188,51,5,2,4, ,1,1,1,1,1,1,1,1,1,2,3,2,1,30,2,7,4,1,1,3,9,4,3,1,6.19047619
104194,42,2,4,9, ,3,3,3,2,4,2,2,1,1,9,1,1,2,36,3,2,1,2,1,1,2,1,3,9,6.047619048
104197,51,5,1,8,THE BLAGOJEVICH STORY,1,3,1,1,1,2,1,1,1,2,3,1,1,39,3,7,4,2,1,1,9,4,1, ,3.476190476
104199,12,4,2,9, ,2,2,2,2,3,2,2,1,2,2,2,1,1,82,6,4,2,2,1,1,4,2,3,1,3.904761905
104201,26,2,1,1, ,2,3,3,3,1,9,2,1,1,2,3,2,1,27,2,3,2,2,1,1,3,1,3,2,2.476190476
104207,12,5,1,2, ,2,3,3,2,4,2,2,2,2,2,3,1,1,70,6,5,3,2,1,1,3,1,1, ,8.523809524
104212,23,3,4,2, ,2,2,3,2,3,1,2,2,1,1,2,1,1,43,3,5,3,2,1,1,7,4,1, ,1.80952381
104213,42,4,2,6, ,1,2,3,1,3,9,2,9,2,1,2,9,2,61,5,4,2,2,1,1,3,1,1, ,2.142857143
104227,24,4,2,4, ,2,2,3,1,2,1,1,3,1,1,1,1,1,53,4,4,2,2,1,1,6,3,1, ,7.333333333
104232,33,3,2,6, ,2,2,3,1,4,1,2,1,2,1,2,1,1,87,6,7,4,2,1,1,2,1,3,1,2.714285714
104238,4,3,1,2, ,1,1,3,1,3,1,2,2,2,1,2,1,1,52,4,5,3,1,1,3,5,2,2, ,4.142857143
104240,6,2,2,5, ,9,9,9,1,2,9,2,9,2,2,9,2,1,65,6,5,3,2,1,1,2,1,2, ,5.761904762
104243,34,5,1,9, ,2,1,1,1,2,2,1,2,2,1,2,1,1,63,5,5,3,2,1,1,7,4,2, ,3.476190476
104244,18,1,1,6, ,3,3,3,3,3,1,1,2,2,1,2,2,2,48,4,7,4,2,1,1,9,4,2, ,1.095238095
104249,8,3,2,6, ,1,3,3,1,3,9,2,1,2,9,2,1,2,84,6,3,2,2,1,1,99,9,1, ,1.333333333
104256,6,3,1,4, ,2,2,3,2,1,1,1,2,1,1,2,2,1,56,5,7,4,2,1,1,9,4,3,2,2.333333333
104259,6,3,1,3, ,2,2,3,1,3,9,2,9,1,2,3,1,2,45,4,6,4,1,1,3,3,1,2, ,2.285714286
104260,53,3,1,4, ,1,2,2,1,2,2,2,1,2,1,2,1,1,63,5,6,4,2,1,1,4,2,3,9,1.476190476
104264,6,1,1,4, ,1,2,1,2,2,2,2,1,1,1,1,1,1,50,4,6,4,2,1,1,6,3,1, ,1.047619048
104291,6,2,2,2, ,3,1,3,2,4,9,2,2,2,2,4,1,2,44,3,5,3,2,1,1,3,1,2, ,3.857142857
104294,18,1,4,1, ,2,3,3,2,4,2,2,1,2,2,3,1,2,57,5,5,3,2,1,1,3,1,3,9,3
104329,55,3,4,2, ,2,2,3,2,3,1,2,2,2,2,3,1,1,63,5,3,2,2,1,1,5,2,3,9,5.142857143
104331,29,5,3,9, ,1,2,3,3,3,9,1,9,1,2,2,2,2,31,2,6,4,2,2,2,2,1,2, ,2.380952381
104338,6,2,2,1, ,1,2,2,1,2,9,2,1,2,2,1,1,1,59,5,6,4,2,1,1,6,3,3,1,2.047619048
104341,34,3,1,6, ,2,2,3,2,3,9,1,2,1,1,3,1,1,37,3,5,3,2,1,1,7,4,2, ,2.80952381
104347,6,4,1,4, ,1,2,2,2,2,1,2,2,2,2,2,2,2,74,6,7,4,2,1,1,6,3,2, ,1
104351,35,3,1,5, ,1,3,3,1,1,1,1,2,2,9,2,2,1,46,4,7,4,2,1,1,5,2,4,2,3.619047619
104356,16,1,3,4, ,1,1,2,1,3,2,2,1,2,2,2,1,1,49,4,3,2,2,1,1,5,2,1, ,3.476190476
200004,26,2,4,2, ,3,3,3,2,4,9,2,2,2,2,1,2,2,21,1,3,2,2,1,1,99,9,2, ,3.619047619
200005,17,2,4,1, ,2,3,3,3,3,9,2,1,2,1,2,9,1,20,1,5,3,2,1,1,1,1,1, ,2.571428571
200007,48,2,1,9, ,1,1,1,2,1,1,1,3,1,1,1,1,1,47,4,7,4,2,9,9,5,2,3,9,3.19047619
200008,13,4,1,8,IMMIGRATION IN ARIZONA,2,2,1,1,2,9,1,1,1,2,2,1,1,39,3,3,2,2,3,4,6,3,1, ,8.619047619
200021,19,2,2,4, ,3,2,3,2,3,9,1,2,1,1,2,9,2,40,3,6,4,2,1,1,7,4,3,1,1.80952381
200024,17,5,2,4, ,1,1,3,1,3,1,1,2,2,1,2,2,2,28,2,6,4,2,2,2,2,1,2, ,3.714285714
200025,48,4,1,6, ,2,3,3,1,4,2,2,9,2,1,2,1,2,74,6,3,2,2,1,1,1,1,2, ,2
200026,17,2,3,2, ,1,2,3,3,1,2,1,1,2,2,2,2,1,27,2,7,4,2,1,1,99,4,3,2,1.047619048
200031,36,2,2,2, ,2,3,3,2,3,2,2,1,1,2,3,1,2,44,3,5,3,2,1,1,6,3,2, ,3.428571429
200036,1,3,4,8,GOV BLAGOYAVICH,1,3,3,2,2,9,1,2,2,2,1,2,1,35,3,6,4,2,3,4,8,4,4,1,4.952380952
200042,40,1,2,9, ,2,2,3,1,3,2,2,1,2,2,2,1,2,70,6,5,3,2,1,1,4,2,3,2,1.095238095
200050,40,4,3,1, ,2,3,2,3,3,2,2,2,2,1,2,1,1,50,4,6,4,2,1,1,9,4,1, ,2.047619048
200061,39,4,2,2, ,2,2,3,2,4,1,2,2,2,2,2,2,1,27,2,5,3,2,1,1,3,1,3,2,2.571428571
200064,42,1,2,2, ,1,3,3,2,4,2,2,1,2,2,4,1,2,72,6,3,2,2,1,1,2,1,2, ,1
200065,37,2,4,1, ,2,3,3,3,4,2,2,2,1,9,2,1,2,34,2,5,3,2,1,1,3,1,3,9,6.904761905
200069,12,4,4,2, ,2,3,1,3,4,2,2,1,2,2,2,2,1,22,1,3,2,2,2,2,3,1,2, ,6.19047619
200073,25,3,2,1, ,1,3,3,1,3,9,2,2,1,1,2,1,2,45,4,6,4,2,1,1,8,4,3,2,1.904761905
200077,36,5,2,2, ,2,3,3,3,1,1,1,2,2,2,2,9,1,26,2,5,3,2,9,9,99,9,9,9,8.619047619
200078,37,3,1,4, ,1,1,3,1,1,9,2,1,1,2,1,1,2,46,4,5,3,2,1,1,4,2,1, ,2.428571429
200079,12,3,1,3, ,1,2,1,1,3,2,2,1,2,2,2,1,1,62,5,7,4,2,1,1,9,4,1, ,1.952380952
200083,17,5,1,5, ,1,3,3,2,3,1,2,2,2,1,2,2,2,80,6,9,9,2,1,1,3,1,3,2,1.095238095
200084,42,3,3,1, ,2,2,3,2,3,2,2,1,2,1,2,9,2,28,2,6,4,2,9,9,99,9,2, ,6.333333333
200086,18,2,2,1, ,2,3,2,2,1,9,1,2,2,1,1,1,1,22,1,6,4,2,1,1,9,4,3,9,1.095238095
200088,51,5,1,2, ,3,1,3,2,1,1,1,2,2,1,3,2,1,26,2,6,4,1,2,3,7,4,2, ,6.19047619
200095,45,3,4,2, ,2,3,3,2,3,2,1,1,2,1,9,1,1,59,5,3,2,2,1,1,7,4,1, ,2.904761905
200104,24,4,4,2, ,2,3,3,3,2,1,2,2,2,2,9,2,2,19,1,3,2,2,1,1,99,9,3,9,3.047619048
200108,12,3,1,2, ,2,3,3,3,3,1,1,2,2,2,3,2,1,30,2,6,4,2,1,1,6,3,2, ,4.904761905
200110,12,4,2,9, ,2,2,2,2,4,2,2,1,1,2,2,1,1,52,4,3,2,2,1,1,1,1,3,9,8.619047619
200112,51,4,2,8,DOCTOR LARA S.,2,1,2,2,2,2,2,1,2,9,9,1,2,26,2,7,4,2,2,2,3,1,4,9,7.238095238
200118,13,4,3,2, ,3,2,3,2,4,2,2,9,2,1,2,9,1,25,2,5,3,2,2,2,7,4,2, ,3.476190476
200120,37,2,1,2, ,2,3,3,1,4,1,2,2,2,2,3,2,2,67,6,4,2,2,2,2,7,4,2, ,1.571428571
200128,36,5,2,9, ,3,1,2,3,2,9,1,2,2,9,2,9,2,44,3,6,4,9,9,9,5,2,9,9,8.619047619
200131,34,4,1,4, ,1,3,2,1,2,1,1,1,1,2,2,1,1,49,4,4,2,2,1,1,3,1,3,1,8.619047619
200147,27,3,2,6, ,3,3,3,3,3,2,2,2,1,2,2,9,1,36,3,7,4,2,1,1,7,4,4,9,1.761904762
200153,48,1,4,9, ,3,3,3,3,4,9,2,3,1,2,2,1,2,36,3,5,3,2,1,1,3,1,4,9,5.857142857
200154,19,1,1,1, ,2,3,2,1,3,1,2,2,1,2,2,2,2,48,4,5,3,2,1,1,8,4,2, ,1.523809524
200156,17,5,2,8,TRIAL OF ILLINOIS GOV,1,2,3,2,3,9,1,2,2,1,2,1,2,56,5,5,3,2,2,2,2,1,3,2,1.80952381
200161,36,5,1,4, ,1,3,1,1,2,2,1,2,2,1,3,1,1,28,2,5,3,2,1,1,8,4,1, ,4.619047619
200164,48,5,1,2, ,1,2,1,1,2,2,1,1,2,2,2,1,2,69,6,6,4,2,1,1,3,1,1, ,1.095238095
200166,20,1,2,1, ,2,2,3,1,4,2,2,1,2,2,2,1,1,45,4,2,1,2,1,1,1,1,3,1,3.380952381
200172,55,1,2,2, ,2,3,3,2,3,9,2,3,2,1,3,1,2,64,5,4,2,2,1,1,5,2,2, ,1.619047619
200175,48,4,2,2, ,2,2,3,1,4,1,2,2,2,2,1,2,2,66,6,3,2,1,1,3,5,2,1, ,6.80952381
200176,40,1,4,2, ,2,2,3,3,4,9,2,2,2,2,2,2,1,60,5,3,2,2,5,4,99,4,1, ,2.428571429
200183,29,3,4,1, ,2,3,3,2,2,1,1,3,1,1,2,1,1,43,3,3,2,2,1,1,1,1,3,1,7.523809524
200191,48,3,3,1, ,3,2,3,3,4,1,2,2,2,1,1,2,1,18,1,3,2,1,1,3,1,1,3,2,8.238095238
200193,55,2,2,1, ,1,2,3,2,3,2,2,1,2,1,2,1,1,75,6,3,2,2,1,1,3,1,1, ,2.285714286
200195,8,2,1,4, ,2,1,3,1,2,1,1,2,2,1,3,2,1,56,5,3,2,2,1,1,1,1,3,2,1.904761905
200209,6,2,2,6, ,3,3,3,2,2,1,1,2,2,2,9,2,2,67,6,6,4,2,1,1,7,4,3,2,1.142857143
200213,8,5,2,4, ,3,3,3,2,3,2,2,2,1,2,1,1,1,41,3,5,3,2,1,1,7,4,5,9,4.904761905
200232,24,5,1,6, ,1,1,3,1,3,1,1,2,1,2,2,2,1,53,4,3,2,2,2,2,3,1,2, ,8.619047619
200235,10,2,4,1, ,1,3,3,2,4,2,2,3,1,2,2,2,2,31,2,3,2,2,1,1,1,1,3,1,7.904761905
200236,34,5,4,8,CONGRESS GIVING AID TO SEE IFSTATE WORKERS THAT GOT LAID OFF COULD BE REINSTATED,2,2,3,2,3,2,2,1,1,2,2,1,2,54,4,7,4,2,3,4,6,3,3,9,3.19047619
200238,37,2,2,2, ,3,2,2,2,3,1,1,1,1,2,1,2,2,99,9,7,4,2,2,2,5,2,2, ,1.666666667
200239,9,4,4,2, ,3,3,3,3,2,2,1,1,1,2,2,1,1,30,2,2,1,2,1,1,99,9,3,1,6.714285714
200245,47,3,3,9, ,2,3,3,2,3,9,2,3,2,2,2,9,1,99,9,5,3,2,1,1,99,4,4,9,2.428571429
200246,21,1,3,2, ,3,3,3,1,4,9,2,2,1,1,1,1,2,38,3,3,2,2,1,1,3,1,3,9,4.523809524
200248,18,3,2,9, ,3,3,3,2,2,2,2,9,2,2,2,9,1,80,6,2,1,2,1,1,2,1,3,9,7.047619048
200250,39,4,4,2, ,3,2,3,1,3,1,1,2,1,2,2,2,2,43,3,5,3,2,2,2,3,1,2, ,3.619047619
200252,24,5,1,6, ,2,3,1,1,4,2,1,1,2,2,1,9,1,60,5,1,1,2,2,2,1,1,1, ,8.619047619
200259,42,3,1,2, ,3,3,1,2,1,9,1,1,2,2,2,2,1,58,5,5,3,1,9,3,3,1,4,9,7.619047619
200260,18,1,4,9, ,2,2,3,2,3,9,2,3,2,2,2,9,1,33,2,3,2,2,1,1,4,2,4,9,1.428571429
200265,12,4,1,8,THE CURRENCY OF CHINA,3,2,3,2,1,9,1,2,2,2,3,1,1,56,5,5,3,2,1,1,7,4,3,9,2.428571429
200270,12,3,2,5, ,3,3,3,2,2,1,2,2,2,1,2,2,1,24,1,6,4,2,1,1,6,3,2, ,3.285714286
200277,51,1,2,8,MISSING STUDENT AT VA TECH,2,3,3,1,4,1,2,2,1,1,2,1,2,43,3,3,2,2,1,1,3,1,3,2,4.523809524
200281,26,5,2,6, ,2,3,3,1,2,2,1,1,2,2,3,2,2,49,4,3,2,2,1,1,5,2,3,9,4.714285714
200283,37,2,4,2, ,1,1,3,3,3,9,2,9,2,2,3,2,2,23,1,3,2,2,5,4,1,1,3,9,5
200289,37,3,1,6, ,2,2,3,3,4,9,1,2,1,2,2,1,1,25,2,5,3,2,2,2,6,3,3,2,6.095238095
200321,50,2,3,2, ,3,3,3,2,4,9,2,9,1,1,9,9,2,31,2,5,3,2,1,1,4,2,4,9,7.380952381
200327,45,3,4,2, ,2,2,3,2,4,9,1,2,2,2,1,2,2,21,1,5,3,2,1,1,1,1,9,9,2.238095238
200331,39,2,2,2, ,3,3,3,1,4,2,2,1,1,2,4,1,2,38,3,5,3,2,1,1,2,1,2, ,1.619047619
200332,6,5,2,8,AMANDA BINES RETURN TO ACTING,3,1,3,1,1,1,1,2,1,2,2,2,1,29,2,1,1,2,3,4,2,1,1, ,8.619047619
200333,36,5,1,1, ,1,2,3,1,3,2,2,1,2,2,3,1,2,48,4,5,3,2,1,1,3,1,2, ,2.619047619
200336,26,5,3,2, ,3,2,3,1,1,2,1,1,2,2,1,1,1,59,5,5,3,2,2,2,6,3,4,2,2.714285714
200339,17,3,4,8,LOCAL STORY GOVERNERBLAGOYAVICH,1,3,3,1,2,1,1,2,2,2,3,2,1,49,4,3,2,2,1,1,7,4,2, ,2.904761905
200341,12,4,1,6, ,1,1,3,2,2,1,1,2,2,2,2,2,2,20,1,5,3,2,1,1,8,4,2, ,5.380952381
200344,1,3,2,2, ,2,2,3,2,2,2,2,1,2,2,2,1,1,50,4,3,2,2,2,2,5,2,2, ,3.952380952
200347,37,4,1,2, ,2,2,3,1,3,2,2,1,2,1,2,1,1,49,4,3,2,2,2,2,2,1,3,2,2.952380952
200359,24,4,4,9, ,3,3,3,2,2,9,1,2,2,1,2,2,1,22,1,5,3,2,2,2,7,4,2, ,4.761904762
200371,48,3,2,1, ,1,3,3,1,3,1,1,2,2,1,2,2,2,51,4,7,4,2,2,2,8,4,2, ,1.904761905
200379,48,1,4,2, ,3,3,3,3,4,1,1,2,2,2,3,2,2,19,1,5,3,2,3,4,9,4,3,2,1.904761905
200380,48,1,2,2, ,2,2,3,1,3,9,2,9,2,1,3,1,2,54,4,3,2,1,9,3,2,1,2, ,8.619047619
200382,19,1,2,8,BRETT FVRE,2,3,3,2,3,9,1,2,1,1,2,2,1,45,4,7,4,2,1,1,7,4,3,2,1.095238095
200386,48,3,1,2, ,3,3,3,2,2,2,1,1,2,2,2,1,1,72,6,7,4,2,1,1,1,1,3,9,4.619047619
200393,22,2,4,4, ,3,3,3,3,3,1,1,1,1,1,1,2,1,32,2,6,4,2,1,1,6,3,3,2,2.095238095
200396,36,2,1,1, ,2,2,3,1,3,2,1,1,2,1,2,2,2,73,6,7,4,2,1,1,8,4,1, ,1.047619048
200398,47,2,1,1, ,2,3,3,2,3,9,2,9,2,1,2,1,2,60,5,6,4,2,1,1,99,4,1, ,1.476190476
200403,12,2,2,9, ,3,3,1,3,3,9,1,9,2,9,4,1,1,23,1,9,9,1,9,3,2,1,3,2,2.523809524
200405,25,4,2,2, ,2,2,3,2,4,2,2,1,1,2,3,1,1,35,3,3,2,2,1,1,7,4,3,9,5.857142857
200431,40,1,4,9, ,3,3,3,3,4,9,2,1,2,2,3,1,1,53,4,2,1,2,1,1,2,1,3,2,4.285714286
200432,17,5,1,8,ROB'S TRIAL,1,2,2,1,4,1,1,2,2,1,1,2,1,20,1,3,2,2,1,1,3,1,9,9,6.047619048
200435,21,4,4,2, ,3,2,3,2,2,2,1,1,1,2,2,1,1,27,2,3,2,2,1,1,3,1,2, ,8.619047619
200449,26,5,3,9, ,3,3,3,2,4,9,2,1,1,2,9,1,1,25,2,2,1,2,2,2,99,9,3,1,8.619047619
200452,12,2,4,2, ,3,3,3,3,4,2,2,2,1,2,3,2,2,18,1,3,2,1,1,3,5,2,3,9,3.761904762
200453,17,5,4,2, ,1,3,3,3,4,9,1,9,2,1,2,1,1,26,2,4,2,2,1,1,7,4,3,9,8.619047619
200459,42,3,2,2, ,3,3,3,2,4,9,2,1,2,2,2,1,2,61,5,1,1,2,1,1,3,1,9,1,8.619047619
200460,8,2,2,3, ,1,2,3,1,1,2,2,1,2,2,3,9,1,62,5,5,3,2,1,1,9,4,4,1,1.380952381
200464,19,3,1,8,AFGANISTAN,1,2,1,1,2,2,2,1,1,2,2,1,2,52,4,6,4,2,1,1,8,4,3,1,1.380952381
200469,48,2,3,2, ,1,2,3,2,2,9,2,2,2,2,2,2,2,63,5,5,3,2,1,1,5,2,2, ,1.857142857
200470,47,1,2,8,IMMIGRATION,2,3,2,2,2,2,1,1,1,2,3,1,2,52,4,5,3,2,1,1,6,3,1, ,1.904761905
200471,27,1,2,1, ,3,3,3,2,3,9,2,9,2,1,2,9,2,47,4,6,4,2,1,1,7,4,4,9,1.095238095
200474,49,1,2,2, ,1,2,3,2,2,1,2,2,2,2,2,2,1,34,2,4,2,2,1,1,4,2,1, ,6.952380952
200483,35,1,2,1, ,3,3,3,2,2,1,1,2,2,1,2,1,1,29,2,7,4,2,9,9,8,4,3,1,2.285714286
200484,27,1,1,1, ,1,2,3,1,3,2,2,1,1,2,2,1,1,36,3,5,3,2,1,1,8,4,3,2,1.619047619
200493,29,2,3,2, ,2,3,3,2,3,9,1,3,2,2,3,9,2,59,5,2,1,2,1,1,99,3,4,9,2.761904762
200498,17,5,4,9, ,2,3,3,3,4,9,2,9,1,1,1,2,1,39,3,2,1,2,2,2,2,1,3,9,8.619047619
200499,42,2,3,1, ,1,2,3,1,2,9,2,2,2,2,3,9,2,46,4,6,4,2,2,2,8,4,2, ,1.761904762
200501,48,1,2,2, ,1,3,3,2,3,2,2,1,2,9,9,1,1,55,5,6,4,2,1,1,5,2,1, ,3.095238095
200509,38,1,2,5, ,1,1,2,1,2,1,2,2,2,1,2,2,2,36,3,6,4,2,1,1,6,3,3,1,1.619047619
200516,21,2,4,9, ,3,3,3,3,3,1,2,9,2,2,3,2,1,50,4,2,1,2,1,1,2,1,2, ,8.619047619
200517,17,3,2,2, ,1,2,2,2,2,2,1,1,1,2,2,9,1,36,3,5,3,2,1,1,7,4,3,1,4.238095238
200525,42,3,1,1, ,2,2,3,2,3,1,1,2,2,1,3,2,1,54,4,3,2,2,1,1,7,4,1, ,2.523809524
200539,53,3,1,6, ,3,3,3,2,2,1,1,1,2,2,2,2,1,23,1,3,2,2,5,4,4,2,3,1,3.142857143
200543,25,3,2,5, ,1,2,3,1,3,9,1,2,2,1,2,1,1,72,6,5,3,2,1,1,6,3,3,1,2.571428571
200547,42,3,3,1, ,2,2,3,1,2,1,2,2,2,2,3,1,1,68,6,7,4,2,1,1,8,4,1, ,2.428571429
200549,13,4,4,9, ,3,3,3,2,4,2,1,1,2,2,3,2,2,54,4,3,2,2,2,2,99,9,2, ,4.80952381
200554,24,4,3,2, ,2,3,3,2,2,1,1,2,2,2,2,9,2,59,5,6,4,2,1,1,99,3,2, ,2
200555,12,2,4,2, ,3,3,3,3,4,1,2,2,1,1,4,2,2,21,1,5,3,2,2,2,2,1,2, ,1.333333333
200562,37,4,1,1, ,1,2,3,2,3,2,1,1,2,2,2,1,2,60,5,6,4,2,1,1,7,4,2, ,2
200563,51,1,1,1, ,2,1,3,1,4,9,1,9,2,1,3,2,2,62,5,5,3,2,2,2,99,9,2, ,1.80952381
200564,21,4,1,1, ,1,1,3,1,2,1,2,1,2,1,2,1,2,99,9,7,4,2,1,1,7,4,1, ,2.095238095
200569,39,5,1,1, ,1,1,1,2,1,2,1,1,2,1,1,1,2,63,5,7,4,2,1,1,8,4,1, ,2.095238095
200572,51,4,1,2, ,1,3,3,1,2,9,1,3,1,1,2,9,2,40,3,7,4,2,1,1,8,4,3,9,6.333333333
200573,18,3,4,4, ,3,3,3,3,4,9,1,1,2,2,3,1,1,22,1,5,3,2,1,1,7,4,3,1,3
200575,12,3,1,4, ,1,3,1,3,1,2,1,1,1,2,2,1,1,22,1,3,2,2,1,1,2,1,3,2,4.952380952
200581,34,4,1,6, ,1,2,2,2,1,1,1,2,2,2,2,2,1,32,2,6,4,2,1,1,6,3,3,2,6.142857143
200582,39,3,3,4, ,2,3,3,2,2,2,1,1,1,1,2,1,1,30,2,5,3,2,1,1,6,3,3,1,2.19047619
200583,37,3,1,6, ,1,1,2,1,1,1,1,2,1,1,2,2,1,54,4,7,4,2,2,2,8,4,2, ,1.904761905
200598,55,1,1,2, ,1,3,3,1,3,9,2,9,2,1,2,1,2,75,6,5,3,2,1,1,7,4,1, ,1
200609,54,3,4,9, ,3,3,3,3,4,9,2,1,1,1,2,1,1,39,3,3,2,2,1,1,6,3,2, ,8.619047619
